topic,year,papers_published
Ancient Mediterranean Archaeology and History,1975,1
Advanced Optical Sensing Technologies,1975,1
Solar-Powered Water Purification Methods,1975,1
Image and Signal Denoising Methods,1975,1
Advanced Data Compression Techniques,1975,1
Speech and Audio Processing,1975,1
Visual perception and processing mechanisms,1975,1
Ophthalmology and Visual Impairment Studies,1975,1
Speech and Audio Processing,1976,3
Advanced Thermodynamics and Statistical Mechanics,1976,2
Visual perception and processing mechanisms,1976,2
Target Tracking and Data Fusion in Sensor Networks,1976,2
Cultural Differences and Values,1976,1
Community Health and Development,1976,1
"Religion, Spirituality, and Psychology",1976,1
Education and Technology Integration,1976,1
Writing and Handwriting Education,1976,1
Infrared Target Detection Methodologies,1976,1
Advanced Decision-Making Techniques,1976,1
Functional Brain Connectivity Studies,1976,1
Blind Source Separation Techniques,1976,1
Impact of Light on Environment and Health,1976,1
Building Energy and Comfort Optimization,1976,1
Privacy-Preserving Technologies in Data,1976,1
"Privacy, Security, and Data Protection",1976,1
Digital and Cyber Forensics,1976,1
Systemic Sclerosis and Related Diseases,1976,1
Cervical Cancer and HPV Research,1976,1
Endometrial and Cervical Cancer Treatments,1976,1
Ovarian cancer diagnosis and treatment,1976,1
Child and Animal Learning Development,1976,1
"Language, Discourse, Communication Strategies",1976,1
Hearing Impairment and Communication,1976,1
CCD and CMOS Imaging Sensors,1976,1
Neural dynamics and brain function,1976,1
Nuclear reactor physics and engineering,1976,1
Nuclear Physics and Applications,1976,1
Nuclear Engineering Thermal-Hydraulics,1976,1
Graph theory and applications,1976,1
Limits and Structures in Graph Theory,1976,1
Analytic Number Theory Research,1976,1
Ionosphere and magnetosphere dynamics,1976,1
Magnetic confinement fusion research,1976,1
Atomic and Molecular Physics,1976,1
Advanced Statistical Methods and Models,1976,1
Distributed and Parallel Computing Systems,1976,1
Embedded Systems Design Techniques,1976,1
Real-Time Systems Scheduling,1976,1
Neural Networks and Applications,1976,1
Matrix Theory and Algorithms,1976,1
Inertial Sensor and Navigation,1976,1
Network Time Synchronization Technologies,1976,1
Spacecraft Design and Technology,1976,1
Thermal Radiation and Cooling Technologies,1976,1
Political and Economic history of UK and US,1976,1
Electron and X-Ray Spectroscopy Techniques,1976,1
Gold and Silver Nanoparticles Synthesis and Applications,1976,1
Medical and Health Sciences Research,1976,1
Metaheuristic Optimization Algorithms Research,1976,1
Optimization and Search Problems,1976,1
Optimization and Packing Problems,1976,1
Image and Signal Denoising Methods,1976,1
Structural Health Monitoring Techniques,1976,1
Ultrasonics and Acoustic Wave Propagation,1976,1
Parallel Computing and Optimization Techniques,1976,1
Algorithms and Data Compression,1976,1
Evolutionary Algorithms and Applications,1976,1
"Logic, Reasoning, and Knowledge",1976,1
Transportation Systems and Logistics,1976,1
Railway Systems and Energy Efficiency,1976,1
Railway Engineering and Dynamics,1976,1
Intracranial Aneurysms: Treatment and Complications,1976,1
Cerebrovascular and Carotid Artery Diseases,1976,1
Vascular Malformations Diagnosis and Treatment,1976,1
Classical Philosophy and Thought,1976,1
Digital Filter Design and Implementation,1977,2
Visual perception and processing mechanisms,1977,2
Social and Intergroup Psychology,1977,1
Cultural Differences and Values,1977,1
Academic and Historical Perspectives in Psychology,1977,1
Psychiatric care and mental health services,1977,1
Social Work Education and Practice,1977,1
Homelessness and Social Issues,1977,1
"Education, Safety, and Science Studies",1977,1
Diverse Approaches in Healthcare and Education Studies,1977,1
Noise Effects and Management,1977,1
Impact of Light on Environment and Health,1977,1
Urban Heat Island Mitigation,1977,1
Land Use and Ecosystem Services,1977,1
Planetary Science and Exploration,1977,1
Industrial Vision Systems and Defect Detection,1977,1
Ocular and Laser Science Research,1977,1
Ergonomics and Musculoskeletal Disorders,1977,1
Spatial Cognition and Navigation,1977,1
Ophthalmology and Visual Impairment Studies,1977,1
Intraocular Surgery and Lenses,1977,1
Mineral Processing and Grinding,1977,1
Granular flow and fluidized beds,1977,1
Electrostatics and Colloid Interactions,1977,1
EFL/ESL Teaching and Learning,1977,1
Writing and Handwriting Education,1977,1
Reading and Literacy Development,1977,1
Color Science and Applications,1977,1
Pigment Synthesis and Properties,1977,1
Cultural Heritage Materials Analysis,1977,1
"Logic, Reasoning, and Knowledge",1977,1
Advanced Topology and Set Theory,1977,1
Advanced Algebra and Logic,1977,1
Natural Language Processing Techniques,1977,1
"Syntax, Semantics, Linguistic Variation",1977,1
Linguistics and Discourse Analysis,1977,1
Chinese history and philosophy,1977,1
Vietnamese History and Culture Studies,1977,1
American History and Culture,1977,1
Housing Market and Economics,1977,1
Urban Transport and Accessibility,1977,1
Smart Parking Systems Research,1977,1
Numerical Methods and Algorithms,1977,1
Mathematical Analysis and Transform Methods,1977,1
Winter Sports Injuries and Performance,1977,1
Cryospheric studies and observations,1977,1
Molecular spectroscopy and chirality,1977,1
Chemical Thermodynamics and Molecular Structure,1977,1
Nonlinear Optical Materials Research,1977,1
Adipose Tissue and Metabolism,1977,1
High Altitude and Hypoxia,1977,1
Patient Satisfaction in Healthcare,1977,1
Patient-Provider Communication in Healthcare,1977,1
Palliative Care and End-of-Life Issues,1977,1
Infrared Thermography in Medicine,1977,1
Thermoregulation and physiological responses,1977,1
Asian Geopolitics and Ethnography,1977,1
Behavioral and Psychological Studies,1977,1
Child and Adolescent Psychosocial and Emotional Development,1977,1
Family and Disability Support Research,1977,1
Optical Coherence Tomography Applications,1977,1
Advanced Optical Imaging Technologies,1977,1
Photonic and Optical Devices,1977,1
Image and Signal Denoising Methods,1977,1
Underwater Acoustics Research,1977,1
Structural Health Monitoring Techniques,1977,1
Animal Vocal Communication and Behavior,1977,1
Linguistic Variation and Morphology,1977,1
Marine animal studies overview,1977,1
Visual perception and processing mechanisms,1978,3
Neural dynamics and brain function,1978,2
Labor market dynamics and wage inequality,1978,2
Computer Graphics and Visualization Techniques,1978,2
Stuttering Research and Treatment,1978,1
Advanced Vision and Imaging,1978,1
Retinal Development and Disorders,1978,1
Modular Robots and Swarm Intelligence,1978,1
Structural Analysis and Optimization,1978,1
Robotic Mechanisms and Dynamics,1978,1
Forensic Anthropology and Bioarchaeology Studies,1978,1
Cancer Diagnosis and Treatment,1978,1
Radiation Dose and Imaging,1978,1
MRI in cancer diagnosis,1978,1
Cardiac Imaging and Diagnostics,1978,1
Complex Systems and Decision Making,1978,1
Construction Project Management and Performance,1978,1
Social Media and Politics,1978,1
Electoral Systems and Political Participation,1978,1
Political Influence and Corporate Strategies,1978,1
"Computability, Logic, AI Algorithms",1978,1
Advanced Topology and Set Theory,1978,1
Homotopy and Cohomology in Algebraic Topology,1978,1
Parallel Computing and Optimization Techniques,1978,1
Simulation Techniques and Applications,1978,1
Embedded Systems Design Techniques,1978,1
Image and Object Detection Techniques,1978,1
Advanced Numerical Analysis Techniques,1978,1
Career Development and Diversity,1978,1
Technology Assessment and Management,1978,1
Sensor Technology and Measurement Systems,1978,1
Concrete and Cement Materials Research,1978,1
Geotechnical and construction materials studies,1978,1
Power Line Communications and Noise,1978,1
Telecommunications and Broadcasting Technologies,1978,1
Millimeter-Wave Propagation and Modeling,1978,1
Neurobiology and Insect Physiology Research,1978,1
Inertial Sensor and Navigation,1978,1
GNSS positioning and interference,1978,1
Space Satellite Systems and Control,1978,1
Neurobiology of Language and Bilingualism,1978,1
Stock Market Forecasting Methods,1978,1
Forecasting Techniques and Applications,1978,1
Cerebrovascular and Carotid Artery Diseases,1978,1
Bone Tumor Diagnosis and Treatments,1978,1
Thyroid Cancer Diagnosis and Treatment,1978,1
Oral and Maxillofacial Pathology,1978,1
Earthquake Detection and Analysis,1978,1
Planetary Science and Exploration,1978,1
Solar and Space Plasma Dynamics,1978,1
Behavioral and Psychological Studies,1979,2
Radiation Dose and Imaging,1979,2
Algorithms and Data Compression,1979,2
Smart Materials for Construction,1979,2
Winter Sports Injuries and Performance,1979,1
Advanced X-ray and CT Imaging,1979,1
Renal and Vascular Pathologies,1979,1
Medical Imaging Techniques and Applications,1979,1
Digital Radiography and Breast Imaging,1979,1
Malaria Research and Control,1979,1
Diverse Scientific Research Studies,1979,1
"Colonialism, slavery, and trade",1979,1
Vehicle Routing Optimization Methods,1979,1
Maritime Ports and Logistics,1979,1
DNA and Biological Computing,1979,1
Graph Theory and Algorithms,1979,1
Photoreceptor and optogenetics research,1979,1
"Race, History, and American Society",1979,1
Geological Modeling and Analysis,1979,1
Geophysics and Gravity Measurements,1979,1
GNSS positioning and interference,1979,1
Liquid Crystal Research Advancements,1979,1
Synthesis and properties of polymers,1979,1
Advanced Statistical Methods and Models,1979,1
Advanced Statistical Process Monitoring,1979,1
Ultrasonics and Acoustic Wave Propagation,1979,1
Ultrasound Imaging and Elastography,1979,1
Ultrasound and Hyperthermia Applications,1979,1
Innovation Diffusion and Forecasting,1979,1
Historical and Literary Studies,1979,1
"Historical, Religious, and Philosophical Studies",1979,1
Optimal Experimental Design Methods,1979,1
Image Processing and 3D Reconstruction,1979,1
Advanced Clustering Algorithms Research,1979,1
Time Series Analysis and Forecasting,1979,1
Meteorological Phenomena and Simulations,1979,1
Telecommunications and Broadcasting Technologies,1979,1
Satellite Communication Systems,1979,1
Machine Learning and Data Classification,1979,1
Face and Expression Recognition,1979,1
Industrial Vision Systems and Defect Detection,1979,1
Human Behavior and Motivation,1979,1
Educational Methods and Teacher Development,1979,1
Child Therapy and Development,1979,1
Cryospheric studies and observations,1979,1
Icing and De-icing Technologies,1979,1
Dental Research and COVID-19,1979,1
Conservation Techniques and Studies,1979,1
Dental Anxiety and Anesthesia Techniques,1979,1
Scientific Measurement and Uncertainty Evaluation,1979,1
Memory and Neural Mechanisms,1979,1
Neurotransmitter Receptor Influence on Behavior,1979,1
Clinical Reasoning and Diagnostic Skills,1979,1
Classical Antiquity Studies,1979,1
3D Surveying and Cultural Heritage,1979,1
Optical measurement and interference techniques,1979,1
Remote Sensing and LiDAR Applications,1979,1
Nonlinear Dynamics and Pattern Formation,1979,1
Analog and Mixed-Signal Circuit Design,1979,1
Quantum and electron transport phenomena,1979,1
Error Correcting Code Techniques,1979,1
Cellular Automata and Applications,1979,1
Magnetic confinement fusion research,1979,1
Face Recognition and Perception,1979,1
Evolutionary Psychology and Human Behavior,1979,1
Emotions and Moral Behavior,1979,1
Consumer Market Behavior and Pricing,1979,1
Asian Studies and History,1979,1
Polymer Nanocomposites and Properties,1979,1
Polymer crystallization and properties,1979,1
Fiber-reinforced polymer composites,1979,1
Computational Physics and Python Applications,1979,1
Teaching and Learning Programming,1979,1
Glaucoma and retinal disorders,1979,1
Visual perception and processing mechanisms,1979,1
Animal Behavior and Reproduction,1979,1
Advanced Control Systems Optimization,1979,1
Robotic Path Planning Algorithms,1979,1
Parallel Computing and Optimization Techniques,1979,1
Distributed and Parallel Computing Systems,1979,1
AI-based Problem Solving and Planning,1979,1
Parallel Computing and Optimization Techniques,1980,2
Scientific Research and Discoveries,1980,2
Calibration and Measurement Techniques,1980,2
Urban Heat Island Mitigation,1980,2
Soil Moisture and Remote Sensing,1980,2
Distributed and Parallel Computing Systems,1980,1
Embedded Systems Design Techniques,1980,1
Behavioral and Psychological Studies,1980,1
Assistive Technology in Communication and Mobility,1980,1
Disability Education and Employment,1980,1
